Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked
Lupin,Canaan,"(42.36993237, -71.10871481)",42.36993237,-71.10871481
Lupo,Cockapoo,"(42.38278109, -71.13452362)",42.38278109,-71.13452362
Lupus,Husky Mix,"(42.37143019, -71.10765864)",42.37143019,-71.10765864
Lutek,Labrador,"(42.36423373, -71.10561744)",42.36423373,-71.10561744
Lux,Chihuahua Dachsund Mix,"(42.36968523, -71.09068255)",42.36968523,-71.09068255
Luxx,Brittany,"(42.37278625, -71.0895186)",42.37278625,-71.0895186
Lyanna,Brittany,"(42.39471194, -71.13234143)",42.39471194,-71.13234143
Lydia,Cocker Spaniel,"(42.36505906, -71.10895734)",42.36505906,-71.10895734
Lydia,Terrier,"(42.37992255, -71.12531381)",42.37992255,-71.12531381
Lyra,English Pointer,"(42.3832312, -71.12881196)",42.3832312,-71.12881196
Mac,Miniature Poodle,"(42.37532252, -71.12891181)",42.37532252,-71.12891181
Mac,Boxer,"(42.3700066, -71.10224116)",42.3700066,-71.10224116
Mac,French Bulldog,"(42.36754177, -71.09634695)",42.36754177,-71.09634695
Mac,Australian Shepherd,"(42.37902253, -71.15177215)",42.37902253,-71.15177215
Mac,LABRADOR RETRIEVER,"(42.37296377, -71.0983641)",42.37296377,-71.0983641
Mac,Goldendoodle,"(42.36788007, -71.09743644)",42.36788007,-71.09743644
Macallan,Lhasa Apso,"(42.37298869, -71.09872824)",42.37298869,-71.09872824
Macallan,Border Collie,"(42.38122769, -71.14056592)",42.38122769,-71.14056592
Macchiato,Labradoddle,"(42.37477356, -71.12660312)",42.37477356,-71.12660312
Macie,Chihuahua,"(42.37621993, -71.1520808)",42.37621993,-71.1520808
Maciver,Beagle,"(42.38479049, -71.11409841)",42.38479049,-71.11409841
Mack,Border Terrier,"(42.37811926, -71.11158323)",42.37811926,-71.11158323
Mack,Golden Doodle,"(42.37809501, -71.12854121)",42.37809501,-71.12854121
Mack,Cock-A-Poo,"(42.35695107, -71.10658501)",42.35695107,-71.10658501
Mackenzie,0,"(42.38219916, -71.13675847)",42.38219916,-71.13675847
Mackie,Poodle,"(42.37446403, -71.12986487)",42.37446403,-71.12986487
Macy,Siberean Husky,"(42.37101471, -71.10116377)",42.37101471,-71.10116377
Macy,Mountain Cur,"(42.37231327, -71.08900861)",42.37231327,-71.08900861
Macy,Gold Ret,"(42.40154666, -71.15172962)",42.40154666,-71.15172962
Macy,Mix,"(42.3603641, -71.10580061)",42.3603641,-71.10580061
Maddie,Golden Doodle,"(42.37633338, -71.15129227)",42.37633338,-71.15129227
Maddie,Labradoodle,"(42.38240527, -71.14118955)",42.38240527,-71.14118955
Maddie,West Highland White Terrier,"(42.37049452, -71.07190786)",42.37049452,-71.07190786
Maddie,Labrador Retreiver,"(42.37533225, -71.15418531)",42.37533225,-71.15418531
Maddie,Hound X,"(42.38683941, -71.15835669)",42.38683941,-71.15835669
Maddy,Border Collie,"(42.37305474, -71.08302468)",42.37305474,-71.08302468
Madeline,Golden Retriever,"(42.38366805, -71.13915241)",42.38366805,-71.13915241
Madison,Golden Doodle,"(42.39166246, -71.13036742)",42.39166246,-71.13036742
Madison,Cav King Charles Span,"(42.37074887, -71.07494616)",42.37074887,-71.07494616
Madison,Golden Retriever,"(42.38853735, -71.14371098)",42.38853735,-71.14371098
Madison,Labrador Retriever,"(42.36740697, -71.10805787)",42.36740697,-71.10805787
Madison,Greyhound,"(42.37249407, -71.10251969)",42.37249407,-71.10251969
Madonna,0,"(42.37041551, -71.11040936)",42.37041551,-71.11040936
Madox,Schnauzer,"(42.36453739, -71.11123079)",42.36453739,-71.11123079
Madra,Poodle/Schnauzer,"(42.39502438, -71.14705137)",42.39502438,-71.14705137
Mae,Parson Russell Terrier,"(42.3836763, -71.11553016)",42.3836763,-71.11553016
Mae,Golden Doodle,"(42.36026352, -71.11031465)",42.36026352,-71.11031465
Maeby,Border Collie,"(42.37286547, -71.09774913)",42.37286547,-71.09774913
Maeve,Hound Mix,"(42.38961862, -71.13845086)",42.38961862,-71.13845086
Maeve,Terrier,"(42.38381043, -71.1150947)",42.38381043,-71.1150947
Maggie,Jack Russel Terrier,"(42.37365541, -71.0861014)",42.37365541,-71.0861014
Maggie,Schnauzer,"(42.37019479, -71.09493533)",42.37019479,-71.09493533
Maggie,Bernese Mountain Dog,"(42.38503161, -71.13193531)",42.38503161,-71.13193531
Maggie,Labrador Retreiver,"(42.38493556, -71.13101267)",42.38493556,-71.13101267
Maggie,Wheaton Terrier,"(42.3776955, -71.13943368)",42.3776955,-71.13943368
Maggie,Yorkshire Terrier,"(42.36795965, -71.07990282)",42.36795965,-71.07990282
Maggie,Lab Mix,"(42.39468794, -71.14319641)",42.39468794,-71.14319641
Maggie,Labrador Retreiver,"(42.36044011, -71.10752982)",42.36044011,-71.10752982
Maggie,Australian Terrier,"(42.3793344, -71.12305758)",42.3793344,-71.12305758
Maggie,Yorksire Terrier,"(42.39821572, -71.13114062)",42.39821572,-71.13114062
Maggie,Shar Pei,"(42.37131492, -71.10783901)",42.37131492,-71.10783901
Maggie,Golden Retriever,"(42.39892338, -71.13069993)",42.39892338,-71.13069993
Maggie,Golden Retriever,"(42.37498032, -71.1387188)",42.37498032,-71.1387188
Maggie,Cocker Spaniel,"(42.36917424, -71.09555554)",42.36917424,-71.09555554
Maggie,Labrador Retriever,"(42.36640564, -71.11195672)",42.36640564,-71.11195672
Maggie,York Terr,"(42.36766985, -71.07855041)",42.36766985,-71.07855041
Maggie Mae,Bulldog,"(42.39820585, -71.14016384)",42.39820585,-71.14016384
Maggie Mae,Dachshund,"(42.37558061, -71.13346203)",42.37558061,-71.13346203
Maggie Moo,Aust Cattle Dog,"(42.3728022, -71.08525614)",42.3728022,-71.08525614
Maggie Moo,Australian Cattle Dog,"(42.37113231, -71.08526816)",42.37113231,-71.08526816
Maggie Rose,Golden Retriever,"(42.37307141, -71.12552059)",42.37307141,-71.12552059
Magic,Poodle,"(42.38250881, -71.11443346)",42.38250881,-71.11443346
Magic,Golden Retriever,"(42.38559888, -71.12990152)",42.38559888,-71.12990152
Magnolia,Labrador Retriever,"(42.38151302, -71.12128164)",42.38151302,-71.12128164
Magnolia,Terrier,"(42.39680181, -71.13280907)",42.39680181,-71.13280907
Magog Filyurin,French Bulldog,"(42.3626125, -71.11377062)",42.3626125,-71.11377062
Maia,Boxer,"(42.36796458, -71.09504656)",42.36796458,-71.09504656
Maia,Basenji Mix,"(42.39087207, -71.12571534)",42.39087207,-71.12571534
Maidel,Chihuahua,"(42.36671704, -71.10665529)",42.36671704,-71.10665529
Maisie,Mix,"(42.39854514, -71.12829968)",42.39854514,-71.12829968
Maisie,Collie Mix,"(42.37238208, -71.105778)",42.37238208,-71.105778
Maisie,Black Lab,"(42.3678401, -71.1060926)",42.3678401,-71.1060926
Maisy,Beagle,"(42.37128981, -71.12382414)",42.37128981,-71.12382414
Maisy,Plott Hound,"(42.38165748, -71.14210407)",42.38165748,-71.14210407
Maisy,Boxer,"(42.37481484, -71.14498328)",42.37481484,-71.14498328
Maisy,Coton De Tulear,"(42.38081981, -71.13803671)",42.38081981,-71.13803671
Maisy,LABRADOR RETREIVER,"(42.38018079, -71.13279653)",42.38018079,-71.13279653
Maisy,Labradoddle,"(42.39161378, -71.13099426)",42.39161378,-71.13099426
Maisy,MALTESE MX,"(42.390428, -71.13319084)",42.390428,-71.13319084
Maisy,Mini Labradoodle,"(42.36747057, -71.09249948)",42.36747057,-71.09249948
Maisy,Golden Retriever,"(42.36992228, -71.09776433)",42.36992228,-71.09776433
Maisy,Cockapoo,"(42.37981074, -71.142473)",42.37981074,-71.142473
Maizie,Golden Retriever,"(42.38603228, -71.13189316)",42.38603228,-71.13189316
Maizie,Portuguese Water Dog,"(42.38080612, -71.13964808)",42.38080612,-71.13964808
Maizie,Cocker Spaniel,"(42.36338484, -71.10590288)",42.36338484,-71.10590288
Maizie,Bull Dog Mix,"(42.37065619, -71.10007093)",42.37065619,-71.10007093
Majik,French Bulldog,"(42.39062667, -71.12005307)",42.39062667,-71.12005307
Major,West Highland White Terrier,"(42.39535617, -71.12811895)",42.39535617,-71.12811895
Major Snake,Chihuahua Terrier Mix,"(42.36922699, -71.09391974)",42.36922699,-71.09391974
Maki,Sato,"(42.37217622, -71.10141026)",42.37217622,-71.10141026
Maki,Maltese Mix,"(42.35746243, -71.1051308)",42.35746243,-71.1051308
Mako,Shep,"(42.37408119, -71.13337767)",42.37408119,-71.13337767
Mako,American Bulldog,"(42.36924223, -71.11285156)",42.36924223,-71.11285156
Mali,Schnoodle,"(42.38167713, -71.14093212)",42.38167713,-71.14093212
Malva,Siberian Husky,"(42.37139519, -71.11128015)",42.37139519,-71.11128015
Mama,Labrador Retreiver,"(42.3943031, -71.14776756)",42.3943031,-71.14776756
Mame,Golden Doodle,"(42.36092666, -71.10802881)",42.36092666,-71.10802881
Mandy,Hound,"(42.36859949, -71.07151883)",42.36859949,-71.07151883
Mango,Golden Retriever,"(42.39042219, -71.13947923)",42.39042219,-71.13947923
Mango,Welsh Corgi - Pembroke,"(42.36177672, -71.11257616)",42.36177672,-71.11257616
Mango,Shiba Inu,"(42.38770807, -71.12942744)",42.38770807,-71.12942744
Mango,Border Terrier,"(42.37698838, -71.12876501)",42.37698838,-71.12876501
Mango,Golden Retreiver,"(42.391255, -71.13908655)",42.391255,-71.13908655
Manju,Pug,"(42.3664206, -71.10988237)",42.3664206,-71.10988237
Manny,Shih Tzu,"(42.37829708, -71.13917337)",42.37829708,-71.13917337
Manny,Cocker Spaniel,"(42.37848423, -71.10851036)",42.37848423,-71.10851036
Manolo,Shepherd Mix,"(42.36844512, -71.09226328)",42.36844512,-71.09226328
Manon,Mixed Breed,"(42.37797364, -71.12306574)",42.37797364,-71.12306574
Manu,Springer Spaniel,"(42.38534614, -71.13412212)",42.38534614,-71.13412212
Map,Portuguese Water Dog,"(42.38727966, -71.12653513)",42.38727966,-71.12653513
Maple,Miniature Pincher,"(42.39114705, -71.14637105)",42.39114705,-71.14637105
Maple,Australian Shepherd,"(42.38703653, -71.12649189)",42.38703653,-71.12649189
Maple,Cairn Terrier,"(42.38430604, -71.14041843)",42.38430604,-71.14041843
Maple,Boxer Mix,"(42.38866782, -71.14379652)",42.38866782,-71.14379652
Mara,Yorkiepoo,"(42.36449202, -71.10722293)",42.36449202,-71.10722293
Marble,Rat Terrier,"(42.37281677, -71.09089303)",42.37281677,-71.09089303
Marceous,Pit Bull,"(42.3890997, -71.12773148)",42.3890997,-71.12773148
Marcia,Boxer Mix,"(42.3820849, -71.13803369)",42.3820849,-71.13803369
Marcus,Welsh Spaniel,"(42.37788923, -71.13052322)",42.37788923,-71.13052322
Marcus,Havanese,"(42.36614983, -71.1077054)",42.36614983,-71.1077054
Marfa,Pit Bull,"(42.39390221, -71.1287313)",42.39390221,-71.1287313
Margaret,Jack Russel Terrier,"(42.37183537, -71.13790595)",42.37183537,-71.13790595
Margaret Mcwiggle,Golden Retriever,"(42.36633945, -71.07961615)",42.36633945,-71.07961615
Margie,Mix,"(42.3780767, -71.1066911)",42.3780767,-71.1066911
Margot,French Bulldog,"(42.37774761, -71.14705752)",42.37774761,-71.14705752
Maria,Golden Ret,"(42.39254005, -71.14552756)",42.39254005,-71.14552756
Maria,Golden Retriever,"(42.39287215, -71.14589475)",42.39287215,-71.14589475
Marina,Pit Bull,"(42.39426703, -71.13248773)",42.39426703,-71.13248773
Marina Mirabal,Maltese / Poodle Mix,"(42.38597781, -71.12908906)",42.38597781,-71.12908906
Marker,Beagle,"(42.39203016, -71.12283442)",42.39203016,-71.12283442
Marla,Black Russian Terrier,"(42.38072392, -71.12870667)",42.38072392,-71.12870667
Marley,Labradoodle,"(42.36934095, -71.10233657)",42.36934095,-71.10233657
Marley,Catahoula,"(42.39221323, -71.12425635)",42.39221323,-71.12425635
Marley,Maltese,"(42.37041699, -71.07805297)",42.37041699,-71.07805297
Marley,Schiperkee,"(42.36908351, -71.1051555)",42.36908351,-71.1051555
Marley,Flat Coated Retriever,"(42.36011088, -71.10887559)",42.36011088,-71.10887559
Marley,Labrador Retriever X,"(42.36904976, -71.10036374)",42.36904976,-71.10036374
Marley,Poodle,"(42.38209599, -71.11679552)",42.38209599,-71.11679552
Marlie,Golden Retreiver,"(42.39259889, -71.14675598)",42.39259889,-71.14675598
Marlo,American Bulldog,"(42.36610071, -71.11295593)",42.36610071,-71.11295593
Marlowe,Hound Mix,"(42.39519335, -71.14769449)",42.39519335,-71.14769449
Marlowe,Maltese X,"(42.37612601, -71.11007816)",42.37612601,-71.11007816
Mars,ALASKAN MALAMUTE,"(42.37625206, -71.14038774)",42.37625206,-71.14038774
Mars,Pug,"(42.36875953, -71.09500299)",42.36875953,-71.09500299
Marsh,Golden Retriever X,"(42.38658431, -71.13199338)",42.38658431,-71.13199338
Marta,Weimaramer,"(42.39331268, -71.12272104)",42.39331268,-71.12272104
Marti,Maltese,"(42.37402399, -71.13861724)",42.37402399,-71.13861724
Marty,Lab retriever mix,"(42.37042803, -71.08781046)",42.37042803,-71.08781046
Marushka,Mix,"(42.37705912, -71.11139155)",42.37705912,-71.11139155
Marvel,Corgi,"(42.37291948, -71.12481913)",42.37291948,-71.12481913
Mary 3,Welsh Terrier,"(42.37833599, -71.13335782)",42.37833599,-71.13335782
Mary Jane,Jack Russel Terrier,"(42.37342247, -71.13810006)",42.37342247,-71.13810006
Marzipan,Bedlington Terrier,"(42.3684868, -71.10947187)",42.3684868,-71.10947187
Mase Moloney,French Bulldog,"(42.38740641, -71.13034962)",42.38740641,-71.13034962
Mateo,Mixed Breed,"(42.365494, -71.10332636)",42.365494,-71.10332636
Mateo,Labrador Retreiver,"(42.37894987, -71.14483315)",42.37894987,-71.14483315
Mateo,Golden Retriever,"(42.35905478, -71.11298818)",42.35905478,-71.11298818
Mati,Australian Shepherd,"(42.38376512, -71.12331325)",42.38376512,-71.12331325
Matilda,Hound,"(42.38076689, -71.15189874)",42.38076689,-71.15189874
Matilda,Vizsla,"(42.37780772, -71.12319039)",42.37780772,-71.12319039
Matisse,Shih Tzu,"(42.37032652, -71.11274882)",42.37032652,-71.11274882
Matisse,Afghan Hound,"(42.36753964, -71.11044152)",42.36753964,-71.11044152
Matrix,York Terrier Mix,"(42.36528517, -71.09407127)",42.36528517,-71.09407127
Maud Bianca,Boston Terrier,"(42.38135468, -71.14101862)",42.38135468,-71.14101862
Maude,Labrador Retriever,"(42.38158657, -71.13443749)",42.38158657,-71.13443749
Maudie,Cavalier King Charles Spaniel,"(42.36268896, -71.10474476)",42.36268896,-71.10474476
Maui,Pit Bull,"(42.35932738, -71.11305874)",42.35932738,-71.11305874
Maverick,Great Dane Mix,"(42.39806463, -71.13123608)",42.39806463,-71.13123608
Maverick,Australian Shepherd,"(42.38258052, -71.14143106)",42.38258052,-71.14143106
Maverick,Husky,"(42.37629548, -71.12846884)",42.37629548,-71.12846884
Maverick,German Shepard,"(42.37996405, -71.15354406)",42.37996405,-71.15354406
Maverick,Labradoodle,"(42.38564127, -71.11644767)",42.38564127,-71.11644767
Max,Mix,"(42.36375554, -71.11055052)",42.36375554,-71.11055052
Max,Sato,"(42.35974851, -71.10692955)",42.35974851,-71.10692955
Max,Maltipoo,"(42.37157344, -71.10367161)",42.37157344,-71.10367161
Max,German Shepherd,"(42.39111163, -71.12920288)",42.39111163,-71.12920288
Max,Mix,"(42.36971128, -71.11245511)",42.36971128,-71.11245511
Max,Australian Shepherd,"(42.38865776, -71.14369232)",42.38865776,-71.14369232
Max,Terrier,"(42.36809709, -71.0937883)",42.36809709,-71.0937883
Max,Yorkie Poo,"(42.38159724, -71.14147912)",42.38159724,-71.14147912
Max,Chihuahua,"(42.3910777, -71.14592033)",42.3910777,-71.14592033
Max,Siberian Husky,"(42.36894062, -71.07132662)",42.36894062,-71.07132662
Max,Miniature Schnauzer,"(42.37690153, -71.15268671)",42.37690153,-71.15268671
Max,Puggle,"(42.37099868, -71.08357727)",42.37099868,-71.08357727
Max,Labrador Retreiver,"(42.37164748, -71.10545205)",42.37164748,-71.10545205
Max,Spaniel,"(42.37061039, -71.08209382)",42.37061039,-71.08209382
Max,Tibetan Terrier,"(42.3858532, -71.13271805)",42.3858532,-71.13271805
Max,Golden Retriever,"(42.36062924, -71.10486316)",42.36062924,-71.10486316
Max,Golden Ret Mix,"(42.35537761, -71.10815121)",42.35537761,-71.10815121
Max,Labrador Retreiver,"(42.392103, -71.15680282)",42.392103,-71.15680282
Max,Labrador Retriever,"(42.38320638, -71.11464576)",42.38320638,-71.11464576
Max,Maltese,"(42.36981825, -71.07303627)",42.36981825,-71.07303627
Max,Jack Russell Terrier,"(42.37191442, -71.07457627)",42.37191442,-71.07457627
Max,Mix,"(42.3947422, -71.13478083)",42.3947422,-71.13478083
Max,Miniature Schnauzer,"(42.39326669, -71.12625281)",42.39326669,-71.12625281
Max,Beagle,"(42.37720997, -71.11126863)",42.37720997,-71.11126863
Max,Pomeranian,"(42.36969195, -71.09155679)",42.36969195,-71.09155679
Max,Cavalier King Charles Spaniel,"(42.37463947, -71.15255018)",42.37463947,-71.15255018
Max,Cavalier King Charles Spaniel,"(42.37427019, -71.15351489)",42.37427019,-71.15351489
Max,Bernese Mountain Dog,"(42.37123543, -71.11930216)",42.37123543,-71.11930216
Max,Boston Ter,"(42.3633089, -71.10778033)",42.3633089,-71.10778033
Max,West Highland White Terrier,"(42.36988171, -71.09223371)",42.36988171,-71.09223371
Max,Labrador Retreiver,"(42.40020876, -71.15155398)",42.40020876,-71.15155398
Max,Springer/Lab,"(42.38986498, -71.12556554)",42.38986498,-71.12556554
Max,Yorksire Terrier,"(42.37910382, -71.12522148)",42.37910382,-71.12522148
Max,Spitz,"(42.37180175, -71.11015051)",42.37180175,-71.11015051
Max,Dachshund,"(42.35509617, -71.10925479)",42.35509617,-71.10925479
Max,Labradoddle,"(42.37893869, -71.14337927)",42.37893869,-71.14337927
Maxima,Tibetan Terrier,"(42.39898762, -71.1335919)",42.39898762,-71.1335919
Maximo,Poodle,"(42.38300695, -71.13936625)",42.38300695,-71.13936625
Maximus,Lab Shepherd Mix,"(42.40103999, -71.15275469)",42.40103999,-71.15275469
Maximus,Golden Retreiver,"(42.39400655, -71.13565626)",42.39400655,-71.13565626
Maximus,Labrador Retreiver,"(42.36899073, -71.10911541)",42.36899073,-71.10911541
Maxine,Dachshund,"(42.37372416, -71.10613452)",42.37372416,-71.10613452
Maxwell,West Highland White Terrier,"(42.38285843, -71.12943559)",42.38285843,-71.12943559
Maxx,Maltipoo,"(42.36917112, -71.1018421)",42.36917112,-71.1018421
Maya,German Shepherd,"(42.3610343, -71.11304943)",42.3610343,-71.11304943
Maya,Cavalier King Charles Spaniel,"(42.36467072, -71.10990776)",42.36467072,-71.10990776
Maya,Sheltie Mix,"(42.38091036, -71.12049749)",42.38091036,-71.12049749
Maya,Shiba Inu,"(42.37264773, -71.11026195)",42.37264773,-71.11026195
Maya,Cockapoo,"(42.39329923, -71.15790799)",42.39329923,-71.15790799
Maya,Jack Russell Terrier,"(42.40082224, -71.13522985)",42.40082224,-71.13522985
Maya,Golden Retriever,"(42.39262597, -71.126032)",42.39262597,-71.126032
Maya,Mix,"(42.38801198, -71.12799331)",42.38801198,-71.12799331
Maya,Labrador Retreiver,"(42.38530401, -71.12905101)",42.38530401,-71.12905101
Maya,Cock-A -Poo,"(42.39250037, -71.15738994)",42.39250037,-71.15738994
Maya,Labrador Retreiver,"(42.37782722, -71.10875132)",42.37782722,-71.10875132
Maya,Sheltie,"(42.36757946, -71.08598053)",42.36757946,-71.08598053
Maya Guidugli,Alaskan Malamute,"(42.39574756, -71.13636182)",42.39574756,-71.13636182
Maybel,Chihuahua,"(42.372253, -71.0825785)",42.372253,-71.0825785
Mayble,Labrador Retriever,"(42.39562079, -71.13210735)",42.39562079,-71.13210735
May Calle,Labrador / Husky,"(42.37179234, -71.09043485)",42.37179234,-71.09043485
Maysie,Portuguese Water Dog,"(42.38228403, -71.13671748)",42.38228403,-71.13671748
Mazy,English Bulldog,"(42.35647106, -71.10749114)",42.35647106,-71.10749114
Mazy,Lab Border Collie Mix,"(42.36335804, -71.10718463)",42.36335804,-71.10718463
Mazzy,Catahoula,"(42.39432489, -71.132074)",42.39432489,-71.132074
Mcafee,American Eskimo Dog Mix,"(42.36957354, -71.10442138)",42.36957354,-71.10442138
Mccloud,Labrador Retriever,"(42.37249665, -71.08577588)",42.37249665,-71.08577588
Mcghee,Golden Retriever,"(42.37545431, -71.13161736)",42.37545431,-71.13161736
Mcginty,Poodle,"(42.37201229, -71.10825587)",42.37201229,-71.10825587
Mecho,Morkie,"(42.38206493, -71.13907323)",42.38206493,-71.13907323
Meemee,Terrier,"(42.36991086, -71.0713915)",42.36991086,-71.0713915
Megan,West Highland White Terrier,"(42.38381569, -71.12944758)",42.38381569,-71.12944758
Mehitabel,Poodle Mix,"(42.38853163, -71.12519232)",42.38853163,-71.12519232
Mel,Maltipoo,"(42.39445144, -71.15827801)",42.39445144,-71.15827801
Meli,Kelpie,"(42.39253951, -71.14552725)",42.39253951,-71.14552725
Mellie,Labradoodle,"(42.39613832, -71.13090773)",42.39613832,-71.13090773
Mellon,Labrador Retreiver,"(42.36941607, -71.08327548)",42.36941607,-71.08327548
Mem,MIXED,"(42.35894234, -71.11179574)",42.35894234,-71.11179574
Memi,Shih Tzu,"(42.38532747, -71.13656253)",42.38532747,-71.13656253
Mercury,Beagle X,"(42.38243267, -71.13133875)",42.38243267,-71.13133875
Merle Dutch,Boxer Bulldog Mix,"(42.37395156, -71.09566361)",42.37395156,-71.09566361
Merlin,Kerry Blue Terrier,"(42.40119929, -71.13467056)",42.40119929,-71.13467056
Merritt,Golden Ret,"(42.38782914, -71.1240667)",42.38782914,-71.1240667
Merry,Cairn Terrier,"(42.392717, -71.12409756)",42.392717,-71.12409756
Merry Mags,Jack Russell Terrier X,"(42.3826493, -71.12050994)",42.3826493,-71.12050994
Mia,Whippet X,"(42.38682947, -71.1301095)",42.38682947,-71.1301095
Mia,MIXED,"(42.39369885, -71.14227851)",42.39369885,-71.14227851
Mia,Border Collie X,"(42.39149002, -71.14634105)",42.39149002,-71.14634105
Mia,Border Terrier,"(42.37644656, -71.10879439)",42.37644656,-71.10879439
